Region	Plot_ID	ID	Sd_ID	Species	Ht	Dist_surf	Sub	Decay	M	Position	Competition	
TSS	TSS01	1	1	Chamaecyparis_obtusa_formosana	8	100	log	3	M	Up		
TSS	TSS01	1	2	Chamaecyparis_obtusa_formosana	7	100	log	3	M	Up		
TSS	TSS01	1	3	Chamaecyparis_obtusa_formosana	7	100	log	3	M	Up		
TSS	TSS01	1	4	Chamaecyparis_obtusa_formosana	7	100	log	3	M	Up		
TSS	TSS01	1	5	Chamaecyparis_obtusa_formosana	7.5	100	log	3	M	Up		
TSS	TSS01	1	6	Chamaecyparis_obtusa_formosana	3.5	100	log	3	M	Up		
TSS	TSS01	1	7	Chamaecyparis_obtusa_formosana	10.5	100	log	3	M	Up		
TSS	TSS01	1	8	Chamaecyparis_obtusa_formosana	3.5	100	log	3	L	Up		
TSS	TSS01	1	9	Tsuga_chinensis	4.5	100	log	3	M	Up		
TSS	TSS01	1	10	Chamaecyparis_obtusa_formosana	7.5	100	log	3	M	Up		
TSS	TSS01	1	11	Chamaecyparis_obtusa_formosana	7.5	100	log	3	M	Up		
TSS	TSS01	1	12	Tsuga_chinensis	4	100	log	3	M	Up		
TSS	TSS01	1	13	Chamaecyparis_obtusa_formosana	8	100	log	3	M	Up		
TSS	TSS01	1	14	Chamaecyparis_obtusa_formosana	7.5	100	log	3	M	Up		
TSS	TSS01	1	15	Chamaecyparis_obtusa_formosana	8.5	100	log	3	M	Up		
TSS	TSS01	1	16	Chamaecyparis_obtusa_formosana	12.5	100	log	3	M	Up		
TSS	TSS01	1	17	Chamaecyparis_obtusa_formosana	6.5	100	log	3	M	Up		
TSS	TSS01	1	18	Chamaecyparis_obtusa_formosana	5	100	log	3	M	Up		
TSS	TSS01	1	19	Chamaecyparis_obtusa_formosana	7.5	100	log	3	M	Up		
TSS	TSS02	2	1	Chamaecyparis_obtusa_formosana	3	40	log	4	M	Up		
TSS	TSS02	2	2	Chamaecyparis_obtusa_formosana	3	40	log	4	M	Up		
TSS	TSS02	2	3	Chamaecyparis_obtusa_formosana	2.5	40	log	4	M	Up		
TSS	TSS02	2	4	Chamaecyparis_obtusa_formosana	3.5	40	log	4	M	Up		
TSS	TSS02	2	5	Chamaecyparis_obtusa_formosana	4.5	40	log	4	M	Up		
TSS	TSS02	2	6	Chamaecyparis_obtusa_formosana	3	40	log	4	M	Up		
TSS	TSS03	3	1	Chamaecyparis_obtusa_formosana	4.5	25	log	6	L	Up		
TSS	TSS03	3	2	Chamaecyparis_obtusa_formosana	5	25	log	6	L	Up	RHOFOR	
TSS	TSS03	3	3	Chamaecyparis_obtusa_formosana	4.5	25	log	6	M	Up		
TSS	TSS03	3	4	Chamaecyparis_obtusa_formosana	2.5	25	log	6	L	Up		
TSS	TSS03	3	5	Chamaecyparis_obtusa_formosana	5.5	25	log	6	M	Up		
TSS	TSS03	3	6	Chamaecyparis_obtusa_formosana	4	25	log	6	M	Side		
TSS	TSS03	3	7	Chamaecyparis_obtusa_formosana	5.5	25	log	6	M	Side		
TSS	TSS03	3	8	Chamaecyparis_obtusa_formosana	5.5	25	log	6	L	Up		
TSS	TSS03	3	9	Chamaecyparis_obtusa_formosana	3	25	log	6	L	Up		
TSS	TSS03	3	10	Chamaecyparis_obtusa_formosana	4.5	25	log	6	M	Up		
TSS	TSS03	3	11	Chamaecyparis_obtusa_formosana	4.5	25	log	6	M	Up		
TSS	TSS03	3	12	Tsuga_chinensis	6.5	25	log	6	M	Up		
TSS	TSS03	3	13	Tsuga_chinensis	6	25	log	6	M	Up		
TSS	TSS04	4	1	Chamaecyparis_obtusa_formosana	5.5	0	soil		M	Up		
TSS	TSS04	4	2	Chamaecyparis_obtusa_formosana	5	0	soil		M	Up		
TSS	TSS04	4	3	Chamaecyparis_obtusa_formosana	6	0	soil		M	Up		
TSS	TSS04	4	4	Chamaecyparis_obtusa_formosana	4	0	soil		L	Up		
TSS	TSS04	4	5	Tsuga_chinensis	5.5	0	soil		M	Up		
TSS	TSS04	4	6	Chamaecyparis_obtusa_formosana	4.5	0	soil		M	Up		
TSS	TSS04	4	7	Tsuga_chinensis	3.5	0	soil		M	Up		
TSS	TSS05	5	1	Tsuga_chinensis	6	20	log	6	M	Up		
TSS	TSS05	5	2	Tsuga_chinensis	6	20	log	6	M	Up		
TSS	TSS05	5	3	Tsuga_chinensis	6	20	log	6	M	Up		
TSS	TSS05	5	4	Tsuga_chinensis	4	20	log	6	M	Up		
TSS	TSS05	5	5	Tsuga_chinensis	6	20	log	6	M	Up		
TSS	TSS05	5	6	Tsuga_chinensis	1.5	20	log	6	M	Up		
TSS	TSS05	5	7	Tsuga_chinensis	4.5	20	log	6	M	Side		
TSS	TSS05	5	8	Tsuga_chinensis	6.5	20	log	6	M	Up		
TSS	TSS05	5	9	Chamaecyparis_obtusa_formosana	6.5	20	log	6	M	Up		
TSS	TSS05	5	10	Chamaecyparis_obtusa_formosana	5	20	log	6	L	Up		
TSS	TSS05	5	11	Chamaecyparis_obtusa_formosana	5	20	log	6	L	Up		
TSS	TSS05	5	12	Chamaecyparis_obtusa_formosana	5	20	log	6	M	Up		
TSS	TSS05	5	13	Chamaecyparis_obtusa_formosana	4.5	20	log	6	L	Up		
TSS	TSS06	6	1	Chamaecyparis_obtusa_formosana	6.5	120	log	6	M	Up		
TSS	TSS06	6	2	Chamaecyparis_obtusa_formosana	4.5	120	log	6	M	Up		
TSS	TSS06	6	3	Chamaecyparis_obtusa_formosana	6	120	log	6	M	Up		
TSS	TSS06	6	4	Chamaecyparis_obtusa_formosana	7	80	log	6	M	Side		
TSS	TSS06	6	5	Chamaecyparis_obtusa_formosana	9	80	log	6	M	Side		
TSS	TSS06	6	6	Chamaecyparis_obtusa_formosana	6	80	log	6	M	Up		
TSS	TSS06	6	7	Chamaecyparis_obtusa_formosana	4	80	log	6	M	Side		
TSS	TSS06	6	8	Chamaecyparis_obtusa_formosana	6	80	log	6	L	Side		
WDY	WDY01	7	1	Chamaecyparis_obtusa_formosana	10	85	living_root		M	Up	Sphagnum	
WDY	WDY01	7	2	Chamaecyparis_obtusa_formosana	6.5	85	living_root		M	Up	Sphagnum	
WDY	WDY01	7	3	Chamaecyparis_obtusa_formosana	8	85	living_root		M	Up	Sphagnum	
WDY	WDY01	7	4	Chamaecyparis_obtusa_formosana	7	85	living_root		M	Up	Sphagnum	
WDY	WDY01	7	5	Chamaecyparis_obtusa_formosana	6.5	85	living_root		M	Up	Sphagnum	
WDY	WDY01	7	6	Chamaecyparis_obtusa_formosana	7	85	living_root		M	Up	Sphagnum	
WDY	WDY01	7	7	Chamaecyparis_obtusa_formosana	8.5	85	living_root		M	Up	Sphagnum	
WDY	WDY02	8	1	Chamaecyparis_obtusa_formosana	4.5	80	stump	2	M	Up		
WDY	WDY02	8	2	Chamaecyparis_obtusa_formosana	6.5	80	stump	2	M	Up		
WDY	WDY02	8	3	Chamaecyparis_obtusa_formosana	7	80	stump	2	M	Up		
WDY	WDY02	8	4	Chamaecyparis_obtusa_formosana	7	80	stump	2	M	Up		
WDY	WDY02	8	5	Chamaecyparis_obtusa_formosana	5.5	80	stump	2	M	Side		
WDY	WDY03	9	1	Chamaecyparis_obtusa_formosana	9	70	log	2	M	Side		
WDY	WDY03	9	2	Chamaecyparis_obtusa_formosana	6.5	70	log	2	M	Side		
WDY	WDY03	9	3	Chamaecyparis_obtusa_formosana	8	70	log	2	M	Up		
WDY	WDY03	9	4	Chamaecyparis_obtusa_formosana	5	70	log	2	M	Up		
WDY	WDY03	9	5	Chamaecyparis_obtusa_formosana	4	70	log	2	M	Up		
WDY	WDY03	9	6	Chamaecyparis_obtusa_formosana	4	70	log	2	X	Up		
WDY	WDY04	10	1	Chamaecyparis_obtusa_formosana	10	170	log	2	M	Up		
WDY	WDY04	10	2	Chamaecyparis_obtusa_formosana	8	170	log	2	M	Up		
WDY	WDY04	10	3	Chamaecyparis_obtusa_formosana	9	170	log	2	M	Up		
WDY	WDY04	10	4	Chamaecyparis_obtusa_formosana	8	170	log	2	M	Up		
WDY	WDY04	10	5	Chamaecyparis_obtusa_formosana	7	170	log	2	M	Up		
WDY	WDY04	10	6	Chamaecyparis_obtusa_formosana	6	170	log	2	M	Up		
WDY	WDY04	10	7	Chamaecyparis_obtusa_formosana	5	170	log	2	M	Up		
WDY	WDY04	10	8	Chamaecyparis_obtusa_formosana	6.5	170	log	2	M	Up		
WDY	WDY04	10	9	Chamaecyparis_obtusa_formosana	5	170	log	2	M	Up		
WDY	WDY04	10	10	Chamaecyparis_obtusa_formosana	9	170	log	2	M	Up		
WDY	WDY04	10	11	Chamaecyparis_obtusa_formosana	4	170	log	2	M	Up		
WDY	WDY04	10	12	Chamaecyparis_obtusa_formosana	4.5	170	log	2	M	Up		
WDY	WDY04	10	13	Chamaecyparis_obtusa_formosana	5	170	log	2	M	Up		
WDY	WDY04	10	14	Chamaecyparis_obtusa_formosana	9	170	log	2	M	Up		
WDY	WDY04	10	15	Chamaecyparis_obtusa_formosana	6	170	log	2	M	Up		
WDY	WDY04	10	16	Chamaecyparis_obtusa_formosana	6.5	170	log	2	M	Up		
WDY	WDY04	10	17	Chamaecyparis_obtusa_formosana	7	170	log	2	M	Up		
WDY	WDY04	10	18	Chamaecyparis_obtusa_formosana	10.5	170	log	2	M	Up		
WDY	WDY04	10	19	Chamaecyparis_obtusa_formosana	5.5	170	log	2	M	Up		
WDY	WDY04	10	20	Chamaecyparis_obtusa_formosana	9	170	log	2	M	Side		
WDY	WDY04	10	21	Chamaecyparis_obtusa_formosana	8	170	log	2	M	Side		
WDY	WDY04	10	22	Chamaecyparis_obtusa_formosana	10.5	170	log	2	M	Side		
WDY	WDY05	11	1	Chamaecyparis_obtusa_formosana	2.5	50	stump	2	M	Up		
WDY	WDY05	11	2	Chamaecyparis_obtusa_formosana	4.5	50	stump	2	M	Up		
WDY	WDY05	11	3	Chamaecyparis_obtusa_formosana	6	50	stump	2	M	Up		
WDY	WDY05	11	4	Chamaecyparis_obtusa_formosana	6	50	stump	2	L	Up		
WDY	WDY05	11	5	Chamaecyparis_obtusa_formosana	6.5	50	stump	2	L	Up		
WDY	WDY05	11	6	Chamaecyparis_obtusa_formosana	5	50	stump	2	M	Up		
WDY	WDY05	11	7	Chamaecyparis_obtusa_formosana	5.5	50	stump	2	M	Up		
WDY	WDY05	11	8	Chamaecyparis_obtusa_formosana	5	50	stump	2	L	Up		
WDY	WDY05	11	9	Chamaecyparis_obtusa_formosana	6	50	stump	2	L	Up		
WDY	WDY05	11	10	Chamaecyparis_obtusa_formosana	6.5	50	stump	2	M	Up		
WDY	WDY05	11	11	Chamaecyparis_obtusa_formosana	7	50	stump	2	L	Side		
WDY	WDY06	12	1	Chamaecyparis_obtusa_formosana	5	240	log	3	M	Up		
WDY	WDY06	12	2	Chamaecyparis_obtusa_formosana	5	240	log	3	M	Up		
WDY	WDY06	12	3	Chamaecyparis_obtusa_formosana	5.5	240	log	3	L	Up		
WDY	WDY06	12	4	Chamaecyparis_obtusa_formosana	4.5	240	log	3	M	Up		
WDY	WDY06	12	5	Chamaecyparis_obtusa_formosana	6	240	log	3	L	Up		
WDY	WDY06	12	6	Chamaecyparis_obtusa_formosana	7	240	log	3	L	Up		
WDY	WDY06	12	7	Chamaecyparis_obtusa_formosana	5	240	log	3	M	Up		
WDY	WDY06	12	8	Chamaecyparis_obtusa_formosana	7	240	log	3	M	Up		
WDY	WDY06	12	9	Chamaecyparis_obtusa_formosana	6	240	log	3	L	Up		
WDY	WDY06	12	10	Chamaecyparis_obtusa_formosana	6	240	log	3	L	Up		
WDY	WDY06	12	11	Chamaecyparis_obtusa_formosana	7	240	log	3	L	Up		
TMM	TMM01		1	Chamaecyparis_obtusa_formosana	3	20	log	5	M	Side	Y	
TMM	TMM01		2	Chamaecyparis_obtusa_formosana	2.2	20	log	5	M	Side	Y	
TMM	TMM01		3	Chamaecyparis_obtusa_formosana	6.2	40	log	5	M	Up		
TMM	TMM01		4	Chamaecyparis_obtusa_formosana	6.7	40	log	5	M	Up		
TMM	TMM01		5	Chamaecyparis_obtusa_formosana	9.7	40	log	5	M	Up		
TMM	TMM01		6	Chamaecyparis_obtusa_formosana	2.7	40	log	5	M	Up	Y	
TMM	TMM01		7	Chamaecyparis_obtusa_formosana	6	40	log	5	M	Up		
TMM	TMM01		8	Chamaecyparis_obtusa_formosana	7.5	30	log	5	M	Side		
TMM	TMM02		1	Chamaecyparis_obtusa_formosana	5	130	log	4	L	Up		deep crevice
TMM	TMM02		2	Chamaecyparis_obtusa_formosana	6	130	log	4	L	Up		deep crevice
TMM	TMM02		3	Chamaecyparis_obtusa_formosana	10.5	130	log	4	L	Up		deep crevice
TMM	TMM02		4	Chamaecyparis_obtusa_formosana	9.4	130	log	4	L	Up		deep crevice
TMM	TMM02		5	Chamaecyparis_obtusa_formosana	6.7	130	log	4	L	Up		deep crevice
TMM	TMM02		6	Chamaecyparis_obtusa_formosana	5	130	log	4	L	Up	Y	shallow crevice
TMM	TMM03		1	Chamaecyparis_obtusa_formosana	5	10	log	5	M	Up		
TMM	TMM03		2	Chamaecyparis_obtusa_formosana	4	10	log	5	M	Up		
TMM	TMM03		3	Chamaecyparis_obtusa_formosana	4.5	20	log	5	M	Up		
TMM	TMM03		4	Chamaecyparis_obtusa_formosana	4.5	20	log	5	M	Up		
TMM	TMM03		5	Chamaecyparis_obtusa_formosana	8.5	20	log	5	M	Up		
TMM	TMM03		6	Chamaecyparis_obtusa_formosana	6.7	10	log	5	M	Up		
TMM	TMM03		7	Chamaecyparis_obtusa_formosana	4.5	20	log	5	M	Up		
TMM	TMM03		8	Chamaecyparis_obtusa_formosana	3.2	20	log	5	L	Up		
TMM	TMM03		9	Tsuga_chinensis	12	20	log	5	M	Up		
TMM	TMM03		10	Tsuga_chinensis	17	20	log	5	M	Up		
TMM	TMM03		11	Tsuga_chinensis	19	20	log	5	M	Up		
TMM	TMM04		1	Chamaecyparis_obtusa_formosana	5	15	stump	7	M	Up		
TMM	TMM04		2	Chamaecyparis_obtusa_formosana	4.5	15	stump	7	M	Up		
TMM	TMM04		3	Chamaecyparis_obtusa_formosana	4.5	15	stump	7	M	Up		
TMM	TMM04		4	Chamaecyparis_obtusa_formosana	3.4	15	stump	7	M	Up		
TMM	TMM04		5	Chamaecyparis_obtusa_formosana	6.5	20	stump	7	L	Up		
TMM	TMM04		6	Chamaecyparis_obtusa_formosana	5	20	stump	7	L	Up		
TMM	TMM04		7	Chamaecyparis_obtusa_formosana	5	20	stump	7	M	Up		
TMM	TMM04		8	Chamaecyparis_obtusa_formosana	5	20	stump	7	L	Up		
TMM	TMM04		9	Chamaecyparis_obtusa_formosana	5.5	25	stump	7	M	Up		
TMM	TMM04		10	Chamaecyparis_obtusa_formosana	6.4	25	stump	7	M	Up		
TMM	TMM04		11	Chamaecyparis_obtusa_formosana	4.5	25	stump	7	L	Up		
TMM	TMM04		12	Chamaecyparis_obtusa_formosana	4.5	20	stump	7	M	Up		
TMM	TMM04		13	Chamaecyparis_obtusa_formosana	4.5	20	stump	7	M	Up		
TMM	TMM04		14	Chamaecyparis_obtusa_formosana	3	10	stump	7	L	Up		
TMM	TMM04		15	Chamaecyparis_obtusa_formosana	4.6	10	stump	7	M	Up		
TMM	TMM04		16	Chamaecyparis_obtusa_formosana	5.7	10	stump	7	M	Up		
TMM	TMM04		17	Chamaecyparis_obtusa_formosana	4	10	stump	7	M	Up		
TMM	TMM05		1	Chamaecyparis_obtusa_formosana	4.3	70	log	4	M	Up		
TMM	TMM05		2	Chamaecyparis_obtusa_formosana	3.8	70	log	4	L	Up		
TMM	TMM05		3	Chamaecyparis_obtusa_formosana	3.4	70	log	4	L	Up		
TMM	TMM05		4	Chamaecyparis_obtusa_formosana	4.2	70	log	4	L	Up		
TMM	TMM05		5	Chamaecyparis_obtusa_formosana	3.8	70	log	4	M	Up		
TMM	TMM05		6	Chamaecyparis_obtusa_formosana	4.2	70	log	4	M	Up		
TMM	TMM05		7	Chamaecyparis_obtusa_formosana	3.4	70	log	4	M	Up		
TMM	TMM05		8	Chamaecyparis_obtusa_formosana	4.5	70	log	4	M	Up		
TMM	TMM05		9	Chamaecyparis_obtusa_formosana	4.5	70	log	4	M	Up		
TMM	TMM05		10	Chamaecyparis_obtusa_formosana	4	70	log	4	M	Up		
TMM	TMM05		11	Chamaecyparis_obtusa_formosana	3.8	70	log	4	M	Up		
TMM	TMM05		12	Chamaecyparis_obtusa_formosana	3.6	70	log	4	M	Up		
TMM	TMM05		13	Chamaecyparis_obtusa_formosana	4	70	log	4	M	Up		
TMM	TMM05		14	Chamaecyparis_obtusa_formosana	2.8	70	log	4	M	Up		
TMM	TMM05		15	Chamaecyparis_obtusa_formosana	3.5	70	log	4	M	Up		
TMM	TMM05		16	Chamaecyparis_obtusa_formosana	3.6	70	log	4	M	Up		
TMM	TMM05		17	Chamaecyparis_obtusa_formosana	4	70	log	4	M	Up		
TMM	TMM06		1	Chamaecyparis_obtusa_formosana	3.6	20	log	5	M	Up		
TMM	TMM06		2	Chamaecyparis_obtusa_formosana	4	20	log	5	M	Up		
TMM	TMM06		3	Chamaecyparis_obtusa_formosana	4.4	20	log	5	M	Up		
TMM	TMM06		4	Chamaecyparis_obtusa_formosana	4	20	log	5	M	Up		
TMM	TMM06		5	Chamaecyparis_obtusa_formosana	5.4	20	log	5	M	Up		
TMM	TMM06		6	Chamaecyparis_obtusa_formosana	4.2	20	log	5	L	Up		
TMM	TMM06		7	Chamaecyparis_obtusa_formosana	4.4	20	log	5	L	Up		
TMM	TMM06		8	Chamaecyparis_obtusa_formosana	4.6	20	log	5	M	Up		
TMM	TMM06		9	Chamaecyparis_obtusa_formosana	3.5	20	log	5	M	Up		
TMM	TMM06		10	Chamaecyparis_obtusa_formosana	3	20	log	5	M	Up		
TMM	TMM06		11	Chamaecyparis_obtusa_formosana	4.6	20	log	5	M	Up		
